Map,Street,City,LatLong,Phone
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1705+Highway+138+Sw%2CRiverdale+GA+30296-1921&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.551%2C-84.4465&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Snuoxb6Sc3sAqgoRrTtJeYxON1E="" alt=""Google map showing the dropped pin on Dollar General,1705 Highway 138 Sw,Riverdale GA 30296-1921"">",1705 Highway 138 Sw,"Riverdale, GA 30296-1921","<div class=""store-details__main-travel"" data-latitude=""33.551"" data-longitude=""-84.4465"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 491-2503
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C240+N+Dugger+Ave%2CRoberta+GA+31078-0533&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.722%2C-84.0131&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=ZM1KRGSHcSVkch7LNMxJD_k2GlE="" alt=""Google map showing the dropped pin on Dollar General,240 N Dugger Ave,Roberta GA 31078-0533"">",240 N Dugger Ave,"Roberta, GA 31078-0533","<div class=""store-details__main-travel"" data-latitude=""32.722"" data-longitude=""-84.0131"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 238-8430
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C763+Ashley+St%2CRochelle+GA+31079-2503&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.9488%2C-83.4568&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=XuAIx0hruLilj5fyBMngFOmkyOU="" alt=""Google map showing the dropped pin on Dollar General,763 Ashley St,Rochelle GA 31079-2503"">",763 Ashley St,"Rochelle, GA 31079-2503","<div class=""store-details__main-travel"" data-latitude=""31.9488"" data-longitude=""-83.4568"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(229) 466-0850
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C115+Kay+Conley+Rd%2CRock+Spring+GA+30739-2172&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.8249%2C-85.2403&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=_JiIm6rFdPdmuXRZ5oRQB_m3m5k="" alt=""Google map showing the dropped pin on Dollar General,115 Kay Conley Rd,Rock Spring GA 30739-2172"">",115 Kay Conley Rd,"Rock Spring, GA 30739-2172","<div class=""store-details__main-travel"" data-latitude=""34.8249"" data-longitude=""-85.2403"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 867-9092
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C218+S+Piedmont+Ave%2CRockmart+GA+30153-2630&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.99555%2C-85.04127&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=7-uSGxGrcP9_dQxCa_Kmb55PY7A="" alt=""Google map showing the dropped pin on Dollar General,218 S Piedmont Ave,Rockmart GA 30153-2630"">",218 S Piedmont Ave,"Rockmart, GA 30153-2630","<div class=""store-details__main-travel"" data-latitude=""33.99555"" data-longitude=""-85.04127"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 598-0044
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2044+Cedartown+Highway%2CRockmart+GA+30153-4000&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.008539%2C-85.098207&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=moY0iJTc0JvnnrN4uPrz7Ou2sGA="" alt=""Google map showing the dropped pin on Dollar General,2044 Cedartown Highway,Rockmart GA 30153-4000"">",2044 Cedartown Highway,"Rockmart, GA 30153-4000","<div class=""store-details__main-travel"" data-latitude=""34.008539"" data-longitude=""-85.098207"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 206-9090
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C604+Lafayette+Rd%2CRocky+Face+GA+30740-9451&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.7841%2C-85.0517&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=3N3kDFKA4r-SF8Nld7rgQ8A2EcY="" alt=""Google map showing the dropped pin on Dollar General,604 Lafayette Rd,Rocky Face GA 30740-9451"">",604 Lafayette Rd,"Rocky Face, GA 30740-9451","<div class=""store-details__main-travel"" data-latitude=""34.7841"" data-longitude=""-85.0517"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 659-0752
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C434+Shorter+Ave+Nw+Ste+B%2CRome+GA+30165-4272&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.265379%2C-85.196228&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=twKYJTwltEtlmLzol-XXsYP0DZ0="" alt=""Google map showing the dropped pin on Dollar General,434 Shorter Ave Nw Ste B,Rome GA 30165-4272"">",434 Shorter Ave Nw Ste B,"Rome, GA 30165-4272","<div class=""store-details__main-travel"" data-latitude=""34.265379"" data-longitude=""-85.196228"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 413-8370
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2000+Calhoun+Rd+Ne%2CRome+GA+30161-8978&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.28128%2C-85.12437&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Vc-nfR7A0WzXacfplFxbeyd75qY="" alt=""Google map showing the dropped pin on Dollar General,2000 Calhoun Rd Ne,Rome GA 30161-8978"">",2000 Calhoun Rd Ne,"Rome, GA 30161-8978","<div class=""store-details__main-travel"" data-latitude=""34.28128"" data-longitude=""-85.12437"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 235-6049
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1790+Redmond+Cir+Nw%2CRome+GA+30165&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.28563%2C-85.21598&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=QKKwzIRNM9TTSvCECbYAMKWR2KI="" alt=""Google map showing the dropped pin on Dollar General,1790 Redmond Cir Nw,Rome GA 30165"">",1790 Redmond Cir Nw,"Rome, GA 30165","<div class=""store-details__main-travel"" data-latitude=""34.28563"" data-longitude=""-85.21598"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 413-8695
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C25+Central+Plz%2CRome+GA+30161-3233&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.247%2C-85.1689&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=yCF0RHYccJZ_uD9evVviHzmOM4E="" alt=""Google map showing the dropped pin on Dollar General,25 Central Plz,Rome GA 30161-3233"">",25 Central Plz,"Rome, GA 30161-3233","<div class=""store-details__main-travel"" data-latitude=""34.247"" data-longitude=""-85.1689"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 413-8305
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1605+N+Broad+St%2CRome+GA+30161-5215&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.266%2C-85.1566&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=ZQHn2WqApTh_cWJS6nQa3DPH-eU="" alt=""Google map showing the dropped pin on Dollar General,1605 N Broad St,Rome GA 30161-5215"">",1605 N Broad St,"Rome, GA 30161-5215","<div class=""store-details__main-travel"" data-latitude=""34.266"" data-longitude=""-85.1566"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 235-6661
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1100+N+5th+Ave+Ne%2CRome+GA+30165-2604&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.265165%2C-85.178149&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=CRc_ITSe_ETfQdtxxwLK_osJ3dU="" alt=""Google map showing the dropped pin on Dollar General,1100 N 5th Ave Ne,Rome GA 30165-2604"">",1100 N 5th Ave Ne,"Rome, GA 30165-2604","<div class=""store-details__main-travel"" data-latitude=""34.265165"" data-longitude=""-85.178149"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 314-8489
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1816+Dean+Ave+Se%2CRome+GA+30161-7108&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.230066%2C-85.160026&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=edIfcFmsiA3qKLk6y7B8to9uhH4="" alt=""Google map showing the dropped pin on Dollar General,1816 Dean Ave Se,Rome GA 30161-7108"">",1816 Dean Ave Se,"Rome, GA 30161-7108","<div class=""store-details__main-travel"" data-latitude=""34.230066"" data-longitude=""-85.160026"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 591-8682
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3880+Martha+Berry+Hwy+Ne%2CRome+GA+30165-8638&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.332705%2C-85.170659&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=4p5gN0aE7M0EK2-H_C8C2gHjw1Q="" alt=""Google map showing the dropped pin on Dollar General,3880 Martha Berry Hwy Ne,Rome GA 30165-8638"">",3880 Martha Berry Hwy Ne,"Rome, GA 30165-8638","<div class=""store-details__main-travel"" data-latitude=""34.332705"" data-longitude=""-85.170659"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 591-8077
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2006+Kingston+Hwy+Se%2CRome+GA+30161-8953&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.254604%2C-85.110421&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=iGmPMAfqSTMlX-tMNHhbVpoFArI="" alt=""Google map showing the dropped pin on Dollar General,2006 Kingston Hwy Se,Rome GA 30161-8953"">",2006 Kingston Hwy Se,"Rome, GA 30161-8953","<div class=""store-details__main-travel"" data-latitude=""34.254604"" data-longitude=""-85.110421"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 235-6650
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3080+Cave+Spring+Rd+Sw%2CRome+GA+30161-3862&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.175853%2C-85.208791&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=cOVBmrvDGS1e7Vboqix0inz3r9M="" alt=""Google map showing the dropped pin on Dollar General,3080 Cave Spring Rd Sw,Rome GA 30161-3862"">",3080 Cave Spring Rd Sw,"Rome, GA 30161-3862","<div class=""store-details__main-travel"" data-latitude=""34.175853"" data-longitude=""-85.208791"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 413-8340
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C5785+New+Calhoun+Hwy+Ne%2CRome+GA+30161-2051&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.34048%2C-85.07886&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=ZKRDg7cBJM7-NtVeVUa-YDoQbaU="" alt=""Google map showing the dropped pin on Dollar General,5785 New Calhoun Hwy Ne,Rome GA 30161-2051"">",5785 New Calhoun Hwy Ne,"Rome, GA 30161-2051","<div class=""store-details__main-travel"" data-latitude=""34.34048"" data-longitude=""-85.07886"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 413-8552
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C5535+Blacks+Bluff+Rd+Sw%2CRome+GA+30161&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.1673%2C-85.3424&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Atc21Wb2Iz1UoXAT6iAizWWmpSk="" alt=""Google map showing the dropped pin on Dollar General,5535 Blacks Bluff Rd Sw,Rome GA 30161"">",5535 Blacks Bluff Rd Sw,"Rome, GA 30161","<div class=""store-details__main-travel"" data-latitude=""34.1673"" data-longitude=""-85.3424"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 254-0081
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C24980+Ga+Highway+100%2CRoopville+GA+30170-3024&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.412%2C-85.256&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=kzb0DaV9YHeEmU-X0cYHFBOCWVc="" alt=""Google map showing the dropped pin on Dollar General,24980 Ga Highway 100,Roopville GA 30170-3024"">",24980 Ga Highway 100,"Roopville, GA 30170-3024","<div class=""store-details__main-travel"" data-latitude=""33.412"" data-longitude=""-85.256"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 722-0460
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C27+Hilltop+Rd%2CRoopville+GA+30170-2225&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.460892%2C-85.124848&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=v7Brx_FLKiN804F5CyO2ls3O9cI="" alt=""Google map showing the dropped pin on Dollar General,27 Hilltop Rd,Roopville GA 30170-2225"">",27 Hilltop Rd,"Roopville, GA 30170-2225","<div class=""store-details__main-travel"" data-latitude=""33.460892"" data-longitude=""-85.124848"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 722-0392
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1408+Mcfarland+Ave%2CRossville+GA+30741-2216&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.9682%2C-85.2958&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=KU9X1Way-_i8_5tAPoAPZtOb29k="" alt=""Google map showing the dropped pin on Dollar General,1408 Mcfarland Ave,Rossville GA 30741-2216"">",1408 Mcfarland Ave,"Rossville, GA 30741-2216","<div class=""store-details__main-travel"" data-latitude=""34.9682"" data-longitude=""-85.2958"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 406-1870
